Odanak	46.07	-72.83	ODAN	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	906589
Ormstown	45.133	-74	ORMS	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	629059
Pierrefonds	45.467	-73.883	PIER	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	974930
Pierreville	46.067	-72.8	PIEE	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	206706
Pointe-Au-Pere	48.517	-68.467	POIN	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	974937
Prevost	45.87	-74.08	PREV	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	699571
Quebec	46.8	-71.25	QUEB	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	424091
Rimouski	48.433	-68.517	RIMO	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769974
Riviere-du-Loup	47.833	-69.533	RIVI	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769969
Rouyn-Noranda	48.23	-79.02	ROUY	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	559802
Saint Jean sur Richelieu	45.32	-73.27	SJSR	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769968
Saint-Basile	46.75	-71.817	SAIB	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	837281
Saint-Casimir	46.667	-72.133	SAIC	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	975011
Saint-Donat-de-Montcalm	46.317	-74.217	SAID	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	486287
Saint-Eustache	45.567	-73.9	SAIE	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	486278
Saint-Hippolyte-de-Kilkenny	46.933	-74.017	SAII	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	286349
Saint-Hubert	47.8	-69.15	SAIH	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	699536
Saint-J?r?me	45.767	-74	SAIJ	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769939
Saint-Joseph-de-Sorel	46.033	-73.133	SAIS	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769950
Saint-Jovite	46.12	-74.6	SAIN	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	699546
Saint-Jude	45.767	-72.983	SAIY	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	837263
Saint-Lambert	45.483	-73.5	SAIA	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347581
Saint-Laurent	45.517	-73.667	SAIL	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	206761
Saint-Lazare	46.65	-70.8	SAIZ	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	906639
Saint-Louis	48.35	-71	SAIO	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347552
Saint-Marcel	46.9	-70.07	SAIM	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	769921
Saint-Ours	45.883	-73.15	SAIX	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	837276
Saint-Pascal	47.517	-69.817	SAIP	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347563
Saint-R?mi	45.25	-73.6	SAIR	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347565
Saint-Robert	45.97	-73	SAIW	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	699633
Sainte-Foy	46.783	-71.3	SAIT	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	629243
Sainte-Julie	45.967	-73.717	SAIU	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	975074
Sainte-Victoire	45.9684	-73.1113	SAIV	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	486357
Salaberry-de-valleyfield	45.2493	-74.134	SALA	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	486346
Sept-Iles	50.2	-66.383	SEPT	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	206802
Shawinigan	46.55	-72.733	SHAW	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	699620
Sherbrooke	45.4	-71.9	SHER	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	559854
Sorel	46.05	-73.117	SORE	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	559853
Temiscaming	46.717	-79.083	TEMI	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	837364
Terrebonne	45.683	-73.633	TERR	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	286408
Thetford Mines	46.083	-71.3	TMIN	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	559846
Tracy	46.017	-73.167	TRAC	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	837374
Trois-Rivi?res	46.35	-72.55	TROI	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	144614
Val-Belair	46.87	-71.43	VALB	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347636
Val-d'Or	48.1	-77.78	VALD	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	975054
Valleyfield	45.25	-74.133	VALL	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	347635
Verch?res	45.767	-73.35	VERC	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	424180
Verdun	45.45	-73.567	VERD	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	770015
Victoriaville	46.05	-71.967	VICT	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	144618
Wakefield	45.633	-75.933	WAKE	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	559829
Yamaska	46	-72.917	YAMA	Canada	CA	Quebec	QC	America/Montreal	-05:00	-04:00	770013
Airdrie	51.267	-114.017	AIRD	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	629200
Banff	51.167	-115.567	BANF	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	559819
Barrhead	54.117	-114.4	BARR	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	286433
Beaverlodge	55.2	-119.45	BEAV	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	837332
Brooks	51.29	-114.014	BROO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	906705
Busby	53.95	-113.9	BUSB	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	424168
Calgary	51.083	-114.083	CALG	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	206840
Camrose	53.017	-112.817	CAMR	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	906718
Canmore	51.0894	-115.352	CANM	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	144635
Cardston	49.2	-113.317	CARD	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	906715
Coaldale	49.733	-112.617	COAL	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	144243
Cold Lake	54.26	-110.124	CLAK	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	285030
Coronation	52.083	-111.45	CORO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	835921
Crowsnest Pass	49.605	-114.43	CPAS	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	285037
Drayton Valley	53.217	-114.983	DVAL	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	560455
Edmonton	53.55	-113.5	EDMO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	768072
Edson	53.583	-116.417	EDSO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	630342
Fort Chipeyan	58.7144	-111.139	FCHI	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	630360
Fort Macleod	49.72	-113.42	FMAC	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	144224
Fort McMurray	56.733	-111.383	FMCM	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	204900
Fort Saskatchewan	53.717	-113.2	FSAS	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	486522
Fox Creek	54.4	-116.8	FCRE	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	768083
Grande Prairie	55.167	-118.8	GPRA	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	486521
Grimshaw	56.183	-117.6	GRIM	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	560467
Hanna	51.6383	-111.935	HANN	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	905806
High Level	58.517	-117.133	HLEV	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	144210
Hinton	53.4	-117.583	HINT	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	699233
Jasper	52.883	-118.083	JASP	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	204886
Kananaskis	51.052	-115.105	KANA	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	560494
La Crete	58.18	-116.4	LCRE	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	768099
Lac La Biche	54.767	-111.967	LLBI	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	976754
Lacombe	52.467	-113.733	LACO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	144217
Lake Louise	51.4173	-116.213	LLOU	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	560481
Leduc	53.267	-113.533	LEDU	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	486464
Legal	53.95	-113.633	LEGA	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	699250
Lethbridge	49.7	-112.833	LETH	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	905825
Lloydminster	53.28	-110	LLOY	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	768117
Medicine Hat	50.033	-110.683	MHAT	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	425822
Morinville	53.8	-113.65	MORI	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	699253
olds	51.783	-114.1	OLDS	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	630391
Peace River	56.233	-117.283	PRIV	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	905838
Ponoka	52.683	-113.567	PONO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	204874
Red Deer	52.267	-113.8	RDEE	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	630285
Rocky Mountain House	52.367	-114.917	RMHO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	768003
Saint Albert	53.633	-113.633	SALB	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	346661
Saint Paul	53.983	-111.283	SPAU	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	976664
Sherwood Park	53.517	-113.317	SPAR	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	905757
Slave Lake	55.283	-114.783	SLAK	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	425766
Spruce Grove	53.533	-113.917	SGRO	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	284975
Standard	51.117	-112.983	STAN	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	699158
Stettler	52.333	-112.683	STET	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	346676
Strathmore	51.05	-113.38	STRA	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	905731
Swan Hills	54.7171	-115.413	SHIL	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	346673
Valleyview	55.067	-117.283	VALL	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	976648
Wainwright	52.833	-110.867	WAIN	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	699166
Wetaskiwin	52.97	-113.377	WETA	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	835849
Whitecourt	54.133	-115.683	WHIT	Canada	CA	Alberta	AB	America/Edmonton	-07:00	-06:00	486449
Ajax	43.85	-79.017	AJAX	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560407
Alliston	44.15	-79.867	ALLI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976640
Amherstburg	42.1058	-83.1079	AMHE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835889
Antrim	43.667	-79.417	ANTR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	204819
Arnprior	45.433	-76.367	ARNP	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699174
Aurora	44	-79.467	AURO	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425734
Aylmer	42.783	-80.983	AYLM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	204825
Baltimore	44.03	-78.15	BALT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768047
Bancroft	45.05	-77.85	BANC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560423
Barrie	44.383	-79.7	BARR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630304
Bayfield	43.5591	-81.697	BAYF	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486424
Beamsville	43.1649	-79.4759	BEAM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425756
Beaverton	44.433	-79.15	BEAV	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425754
Belleville	44.167	-77.383	BELL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768054
Blenheim	42.333	-82	BLEN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976682
Bowmanville	43.9	-78.683	BOWM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144142
Bracebridge	45.033	-79.3	BRAC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976676
Bradford	44.117	-79.567	BRAD	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	905773
Brampton	43.683	-79.767	BRAM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835882
Brantford	43.133	-80.267	BRAN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560436
Brighton	44.033	-77.733	BRIG	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768062
Brockville	44.583	-75.683	BROC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346649
Brussels	43.73	-81.25	BRUS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346862
Burk's Falls	45.62	-79.4	BFAL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768200
Burlington	43.317	-79.8	BURL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699343
Calabogie	45.3	-76.717	CALA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630470
Caledon	43.867	-80	CALE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346861
Cambridge	43.383	-80.317	CAMB	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425961
Campbellford	44.3	-77.8	CAMP	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285152
Carleton Place	45.133	-76.133	CPLA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768195
Casselman	45.3	-75.083	CASS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205038
Chatham	42.4	-82.183	CHAT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768220
Chelmsford	46.583	-81.2	CHEL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425968
Chesley	44.3	-81.1	CHES	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285180
Cobalt	47.383	-79.683	COBA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205035
Coboconk	44.667	-78.8	COBC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768216
Cobourg	43.967	-78.167	COBO	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	836043
Cochrane	49.067	-81.017	COCH	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346877
Collingwood	44.5	-80.217	COLL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630486
Comber	42.233	-82.55	COMB	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425977
Cornwall	45.017	-74.733	CORN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346865
Courtice	43.92	-78.77	COUR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768215
Deep River	46.167	-77.567	DRIV	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205017
Delta	44.62	-76.13	DELT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425927
Deseronto	44.2	-77.033	DESE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699374
Dorchester	42.98	-81.07	DORC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285129
Dorset	45.233	-78.883	DORS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205018
Dryden	49.783	-92.833	DRYD	Canada	CA	Ontario	ON	America/Winnipeg	-06:00	-05:00	630506
Dundalk	44.167	-80.383	DUND	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560622
Dundas	43.2665	-79.9596	DUNA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205008
Dunnville	42.9	-79.617	DUNN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205004
Dunrobin	45.42	-76.02	DUNR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425936
Durham	44.183	-80.817	DURH	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144329
Edys Mills	42.73	-82.12	EMIL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486609
Eganville	45.533	-77.1	EGAN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285145
Elliot lake	46.383	-82.65	ELAK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560637
Elora	43.683	-80.433	ELOR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768245
Englehart	47.817	-79.867	ENGL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425892
Espanola	46.25	-81.767	ESPA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768141
Ethel	43.7235	-81.133	ETHE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976784
Etobicoke	43.7	-79.567	ETOB	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144308
Exeter	43.35	-81.483	EXET	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560521
Fergus	43.7	-80.367	FERG	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699293
Fort Erie	42.9	-78.933	FERI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425905
Fort Frances	48.617	-93.417	FFRA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768145
Gananoque	44.333	-76.167	GANA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560543
Georgetown	43.65	-79.933	GEOR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144291
Georgina	44.25	-79.32	GEOG	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	204952
Gloucester	45.35	-75.63	GLOU	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486535
Goderich	43.733	-81.7	GODE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346763
Grand Bend	43.317	-81.75	GBEN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768163
Grimsby	43.2	-79.55	GRIM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144278
Guelph	43.55	-80.25	GUEL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976831
Haliburton	45.033	-78.517	HALI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	204947
Hamilton	43.25	-79.833	HAMI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285057
Harrowsmith	44.4	-76.67	HARR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486539
Havelock	44.433	-77.883	HAVE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699297
Hawkesbury	45.617	-74.6	HAWK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425867
Hearst	49.7	-83.667	HEAR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630441
Huntsville	45.333	-79.217	HUNT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	905904
Ingersoll	43.033	-80.883	INGE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560559
Iroquois Falls	48.767	-80.667	IFAL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630455
Kanata	45.333	-75.9	KANA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	285081
Kapuskasing	49.417	-82.433	KAPU	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425876
Keene	44.25	-78.167	KEEN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	905897
Kemptville	45.017	-75.633	KEMP	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	905894
Kenora	49.767	-94.467	KENO	Canada	CA	Ontario	ON	America/Winnipeg	-06:00	-05:00	285075
Keswick	44.25	-79.467	KESW	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630461
Kincardine	44.167	-81.633	KINC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	144261
Kingston	44.233	-76.483	KING	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425880
Kingsville	42.033	-82.75	KINS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976457
Kirkland Lake	48.15	-80.033	KLAK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346995
Kitchener	43.45	-80.5	KITC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835648
Lancaster	45.133	-74.5	LANC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768337
Leamington	42.05	-82.583	LEAM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	347005
Lindsay	44.35	-78.733	LIND	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	906061
Listowel	43.733	-80.967	LIST	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	284773
Lively	46.433	-81.15	LIVE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	906065
London	42.983	-81.25	LOND	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	906071
Mackey	46.1733	-77.7932	MACK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835665
Madoc	44.517	-77.483	MADO	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	143989
Maniwaki	46.367	-75.967	MANI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486755
Marathon	48.75	-86.367	MARA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346990
Markham	43.867	-79.267	MARK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835687
Markstay	46.483	-80.533	MARS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835685
Mattawa	46.317	-78.7	MATT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486746
Midland	44.75	-79.9	MIDL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	143942
Milton	43.517	-79.883	MILT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560246
Mississauga	43.15	-79.5	MISS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	976483
Moosonee	51.267	-80.65	MOOS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835695
Nanticoke	42.8	-80.067	NANT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	699003
Nepean	45.27	-75.77	NEPE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	906090
Nestor Falls	49.19	-93.78	NFAS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	284760
New Liskeard	47.5	-79.667	NLIS	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	906092
Newcastle	43.917	-78.583	NEWC	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425558
Newmarket	44.05	-79.45	NEWM	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	425559
Niagara Falls	43.1	-79.05	NFAL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560241
North Bay	46.3	-79.45	NBAY	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	698979
North York	43.77	-79.42	NYOR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	698978
Novar	45.45	-79.25	NOVA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	346945
Oakville	43.433	-79.667	OAKV	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768358
Ohsweken	43.07	-80.12	OHSW	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	486727
Orangeville	43.917	-80.083	ORAN	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630625
Orillia	44.6	-79.417	ORIL	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	143962
Orleans	45.467	-75.517	ORLE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	284746
Oshawa	43.9	-78.867	OSHA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	284725
Ottawa	45.417	-75.7	OTTA	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	835593
Owen Sound	44.567	-80.85	OSOU	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630551
Paris	43.2	-80.383	PARI	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	768280
Parkhill	43.167	-81.683	PARK	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205098
Parry Sound	45.333	-80.033	PSOU	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	205102
Pembroke	45.817	-77.117	PEMB	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630545
Perth	44.883	-76.233	PERT	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	560137
Peterborough	44.3	-78.333	PETE	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	630542
Petrolia	42.883	-82.15	PETR	Canada	CA	Ontario	ON	America/Thunder_Bay	-05:00	-04:00	698881
